"","X","ID","SURVEY1w7","PARENTw7","BRT1Aw7","BRT2Aw7","BRT2Bw7","ARA2Aw7","ARA2Bw7","HOUSEw7","HAK2Aw7","HAK2Bw7","JOB1Aw7","JOB1Bw7","JOB4Aw7","JOB4Bw7","INCOMEw7","INCOME1w7","PAR2w7","PHY1Aw7","PHY1Bw7","PHY3Aw7","PSY1A06w7","PSY1A07w7","PSY1B01w7","PSY1B02w7","PSY1B03w7","PSY1B04w7","PSY1B05w7","PSY1B06w7","PSY1D01w7","PSY1D02w7","PSY1D03w7","PSY1D04w7","PSY1D05w7","PSY1E01w7","PSY1E02w7","PSY1E03w7","PSY1E04w7","PSY1E05w7","PSY1E06w7","PSY1E07w7","PSY1E08w7","PSY1E09w7","PSY1E10w7","PSY2A01w7","PSY2A02w7","PSY2A03w7","PSY2A04w7","PSY2A05w7","PSY2A06w7","PSY2A07w7","PSY2A08w7","PSY2A09w7","PSY2A10w7","PSY3B01w7","PSY3B02w7","PSY3B03w7","FAM1Aw7","FAM1Bw7","FAM1Cw7","FAM1Dw7","FAM3A04w7","FAM3B01w7","FAM3B02w7","FAM3B03w7","FAM3B04w7","abuse_sum"
"1880",2198,152401,"조사성공","어머니",2003,1973,1976,"경상남도",3713,"아파트","대졸","대졸","일을 하고 있다","일을 하고 있지 않다","판매종사자",NA,5000,"보통(중간) 수준","만족하는 편이다",165,58,"건강한 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","매우 그렇다","그런 편이다","그런 편이다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",2,2,1,1,6
"1881",2199,152402,"조사성공","어머니",2003,1968,1967,"경상남도",3713,"아파트","대졸","전문대 졸","일을 하고 있다","일을 하고 있다","사무종사자","판매종사자",5000,"잘 사는 편","만족하는 편이다",153,53,"건강하지 못한 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","매우 그렇다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그렇지 않은 편이다",1,1,1,2,5
"1882",2200,152403,"조사성공","어머니",2003,1970,1972,"경상남도",3713,"아파트","고졸","고졸","일을 하고 있다","일을 하고 있다","단순노무종사자","판매종사자",4500,"매우 잘 사는 편","만족하는 편이다",164,49,"건강한 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","매우 그렇다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",2,1,1,1,5
"1883",2201,152404,"조사성공","어머니",2003,1973,1976,"경상남도",3713,"아파트","전문대 졸","전문대 졸","일을 하고 있다","일을 하고 있다","장치, 기계조작 및 조립종사자","판매종사자",4700,"보통(중간) 수준","매우 만족한다",159,57,"건강한 편이다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","그런 편이다","그렇지 않은 편이다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",2,4,1,3,10
"1884",2202,152406,"조사성공","어머니",2003,1968,1968,"경상남도",3713,"아파트","전문대 졸","전문대 졸","일을 하고 있다","일을 하고 있다","관리자","사무종사자",4500,"보통(중간) 수준","만족하는 편이다",168,63,"건강한 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","매우 그렇다","매우 그렇다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",1,1,1,1,4
"1885",2203,152407,"조사성공","어머니",2003,NA,1974,"부산광역시",2004,"연립 주택","해당사항 없음","대졸","해당사항 없음","일을 하고 있다",NA,"전문가 및 관련종사자",2000,"보통(중간) 수준","만족하지 못하는 편이다",158,42,"매우 건강하다","그런 편이다","매우 그렇다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","한 부모(아버지 또는 어머니)+자녀","친어머니만","다문화 가정이 아니다","없다","그런 편이다",2,2,1,1,6
"1886",2204,152409,"조사성공","어머니",2003,1968,1970,"경상남도",3713,"아파트","대학원 졸","대졸","일을 하고 있다","일을 하고 있다","전문가 및 관련종사자","전문가 및 관련종사자",9000,"약간 잘 사는 편","만족하는 편이다",161,43,"매우 건강하다","그런 편이다","전혀 그렇지 않다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","매우 그렇다","매우 그렇다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",1,1,1,1,4
"1887",2205,152410,"조사성공","어머니",2003,1975,1974,"부산광역시",2006,"아파트","대졸","전문대 졸","일을 하고 있다","일을 하고 있지 않다","관리자",NA,6000,"잘 사는 편","만족하는 편이다",160,48,"매우 건강하다","그런 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","매우 그렇다","전혀 그렇지 않다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","매우 그렇다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","매우 그렇다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","매우 그렇다","전혀 그렇지 않다","그런 편이다","매우 그렇다","그렇지 않은 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",3,1,1,1,6
"1888",2206,152411,"조사성공","어머니",2003,1972,1974,"경상남도",3713,"아파트","고졸","고졸","일을 하고 있다","일을 하고 있다","서비스종사자","판매종사자",8000,"보통(중간) 수준","만족하는 편이다",158,35,"건강한 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","매우 그렇다","그런 편이다","그렇지 않은 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",2,2,2,2,8
"1889",2207,152412,"조사성공","어머니",2003,1970,1971,"경상남도",3713,"아파트","대졸","전문대 졸","일을 하고 있다","일을 하고 있다","전문가 및 관련종사자","전문가 및 관련종사자",5500,"보통(중간) 수준","매우 만족한다",171,58,"매우 건강하다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",3,3,3,3,12
"1890",2208,152413,"조사성공","어머니",2003,1976,1976,"경상남도",3713,"아파트","전문대 졸","고졸","일을 하고 있다","일을 하고 있다","단순노무종사자","전문가 및 관련종사자",6000,"보통(중간) 수준","만족하는 편이다",172,55,"매우 건강하다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","그렇지 않은 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",1,1,1,1,4
